date,open,high,low,close,volume
2023-04-14 04:30:00+00:00,30725.4,30748.0,30697.1,30698.6,3088.166
2023-04-14 04:45:00+00:00,30698.6,30724.0,30675.3,30693.5,2022.893
2023-04-14 05:00:00+00:00,30693.6,30720.0,30665.9,30700.9,2261.821
2023-04-14 05:15:00+00:00,30700.9,30701.6,30687.9,30698.2,388.758
2023-04-14 05:30:00+00:00,30760.0,30774.0,30730.6,30745.1,2377.678
2023-04-14 05:45:00+00:00,30745.1,30836.6,30745.1,30811.9,6443.710999999999
2023-04-14 06:00:00+00:00,30812.0,30829.5,30762.2,30786.8,5013.629
2023-04-14 06:15:00+00:00,30786.8,30786.9,30700.0,30749.9,5836.245
2023-04-14 06:30:00+00:00,30749.9,30810.0,30737.8,30804.9,3342.851
2023-04-14 06:45:00+00:00,30805.0,30985.6,30775.1,30839.7,13660.944
2023-04-14 07:00:00+00:00,30839.7,31059.0,30839.6,30939.0,17753.949
2023-04-14 07:15:00+00:00,30939.0,30942.1,30849.0,30897.9,6959.228
2023-04-14 07:30:00+00:00,30897.9,30962.2,30894.0,30934.4,5350.8150000000005
2023-04-14 07:45:00+00:00,30934.4,30937.5,30742.0,30786.7,9540.39
2023-04-14 08:00:00+00:00,30786.8,30798.9,30730.0,30739.9,5816.3330000000005
2023-04-14 08:15:00+00:00,30739.9,30794.0,30715.0,30746.9,5241.15
2023-04-14 08:30:00+00:00,30746.9,30787.4,30670.5,30690.0,5885.867
2023-04-14 08:45:00+00:00,30690.1,30748.0,30681.9,30686.6,4311.303
2023-04-14 09:00:00+00:00,30686.6,30729.9,30647.0,30722.7,4382.661
2023-04-14 09:15:00+00:00,30722.7,30726.5,30685.0,30687.1,2386.76
2023-04-14 09:30:00+00:00,30687.2,30749.9,30686.4,30734.9,2968.384
2023-04-14 09:45:00+00:00,30734.9,30780.0,30710.2,30779.7,4236.165
2023-04-14 10:00:00+00:00,30779.8,30783.9,30751.7,30779.5,2237.659
2023-04-14 10:15:00+00:00,30779.5,30819.3,30776.0,30792.6,4114.617
2023-04-14 10:30:00+00:00,30792.7,30800.0,30753.0,30798.4,2808.449
2023-04-14 10:45:00+00:00,30798.3,30800.0,30763.0,30774.5,1588.426
2023-04-14 11:00:00+00:00,30774.5,30780.1,30737.0,30755.4,2572.561
2023-04-14 11:15:00+00:00,30755.4,30787.2,30745.0,30774.1,1640.676
2023-04-14 11:30:00+00:00,30774.0,30788.0,30710.0,30754.4,2922.341
2023-04-14 11:45:00+00:00,30754.4,30765.3,30735.0,30746.9,1736.346
2023-04-14 12:00:00+00:00,30746.9,30799.9,30746.8,30790.0,2785.778
2023-04-14 12:15:00+00:00,30789.9,30834.5,30767.6,30826.0,5684.334999999999
2023-04-14 12:30:00+00:00,30826.0,30840.0,30740.4,30804.8,4724.835999999999
2023-04-14 12:45:00+00:00,30804.9,30828.9,30725.8,30744.9,7381.132
2023-04-14 13:00:00+00:00,30744.9,30745.0,30557.5,30606.5,18100.752
2023-04-14 13:15:00+00:00,30606.5,30663.8,30600.0,30645.7,6519.645
2023-04-14 13:30:00+00:00,30645.7,30665.7,30606.6,30657.7,4370.349
2023-04-14 13:45:00+00:00,30657.6,30665.0,30610.1,30620.1,1934.896
2023-04-14 14:00:00+00:00,30702.0,30737.9,30685.4,30701.7,4415.779
2023-04-14 14:15:00+00:00,30701.6,30740.3,30570.0,30601.4,11456.02
2023-04-14 14:30:00+00:00,30601.4,30655.0,30508.6,30585.3,9712.477
2023-04-14 14:45:00+00:00,30585.2,30621.5,30433.6,30588.9,10241.784
2023-04-14 15:00:00+00:00,30589.0,30620.7,30488.0,30584.7,8261.431
2023-04-14 15:15:00+00:00,30584.6,30618.0,30352.3,30412.9,19276.108
2023-04-14 15:30:00+00:00,30412.9,30467.7,30150.0,30227.3,23443.399
2023-04-14 15:45:00+00:00,30227.3,30271.8,30080.1,30269.1,22660.926
2023-04-14 16:00:00+00:00,30269.1,30315.6,30188.2,30226.7,10531.485
2023-04-14 16:15:00+00:00,30226.7,30263.4,30150.1,30262.8,8575.190999999999
2023-04-14 16:30:00+00:00,30262.8,30264.3,30114.4,30191.5,6708.579
2023-04-14 16:45:00+00:00,30191.5,30191.5,30005.0,30112.8,16579.888
2023-04-14 17:00:00+00:00,30112.7,30140.0,29925.0,30132.5,16450.628
2023-04-14 17:15:00+00:00,30132.6,30225.4,30110.2,30204.0,10318.188
2023-04-14 17:30:00+00:00,30203.9,30255.4,30178.3,30221.9,5914.636
2023-04-14 17:45:00+00:00,30221.9,30264.0,30172.2,30213.4,4813.232
2023-04-14 18:00:00+00:00,30213.4,30273.6,30199.8,30260.5,3872.839
2023-04-14 18:15:00+00:00,30260.6,30340.8,30249.8,30331.2,7428.617
2023-04-14 18:30:00+00:00,30331.2,30337.0,30275.1,30336.0,3962.859
2023-04-14 18:45:00+00:00,30335.9,30339.9,30224.8,30269.0,3805.083
2023-04-14 19:00:00+00:00,30269.0,30280.6,30238.4,30260.8,1917.602
2023-04-14 19:15:00+00:00,30260.9,30264.5,30179.6,30202.1,3207.103
2023-04-14 19:30:00+00:00,30202.0,30269.7,30186.0,30250.0,2883.393
2023-04-14 19:45:00+00:00,30250.1,30337.8,30250.1,30312.3,3352.906
2023-04-14 20:00:00+00:00,30312.3,30324.6,30274.3,30311.2,2443.224
2023-04-14 20:15:00+00:00,30311.1,30325.0,30260.0,30312.9,2854.5200000000004
2023-04-14 20:30:00+00:00,30312.9,30439.9,30289.8,30413.7,5738.766
2023-04-14 20:45:00+00:00,30413.8,30500.0,30384.2,30472.1,10893.007
2023-04-14 21:00:00+00:00,30472.0,30490.0,30419.8,30429.9,3666.883
2023-04-14 21:15:00+00:00,30429.8,30444.5,30376.1,30434.9,3113.443
2023-04-14 21:30:00+00:00,30435.0,30452.5,30402.8,30452.4,1874.822
2023-04-14 21:45:00+00:00,30452.4,30491.3,30451.6,30461.0,2174.154
2023-04-14 22:00:00+00:00,30461.1,30493.2,30386.6,30431.8,3080.534
2023-04-14 22:15:00+00:00,30431.8,30434.2,30392.0,30430.8,904.665
2023-04-14 22:30:00+00:00,30410.7,30423.6,30390.0,30407.2,1491.795
2023-04-14 22:45:00+00:00,30407.2,30438.0,30400.0,30410.8,1418.447
2023-04-14 23:00:00+00:00,30410.7,30437.1,30395.0,30416.2,1238.588
2023-04-14 23:15:00+00:00,30416.2,30464.1,30408.8,30413.2,1672.811
2023-04-14 23:30:00+00:00,30413.2,30414.9,30348.5,30402.5,3117.508
2023-04-14 23:45:00+00:00,30402.5,30412.6,30368.1,30373.5,1079.406
2023-04-15 00:00:00+00:00,30373.6,30470.8,30373.5,30453.1,3155.093
2023-04-15 00:15:00+00:00,30453.0,30457.6,30411.7,30430.2,2519.752
2023-04-15 00:30:00+00:00,30430.2,30599.9,30413.0,30527.0,8418.575
2023-04-15 00:45:00+00:00,30527.1,30527.1,30373.5,30380.7,5020.878
2023-04-15 01:00:00+00:00,30380.7,30414.0,30359.6,30361.1,2976.262
2023-04-15 01:15:00+00:00,30361.1,30384.9,30305.2,30342.3,4392.384
2023-04-15 01:30:00+00:00,30342.3,30365.3,30270.0,30312.2,3920.175
2023-04-15 01:45:00+00:00,30312.1,30378.2,30312.1,30376.6,1930.951
2023-04-15 02:00:00+00:00,30376.6,30395.1,30355.7,30355.7,1268.684
2023-04-15 02:15:00+00:00,30355.8,30430.4,30355.7,30380.5,1909.273
2023-04-15 02:30:00+00:00,30380.5,30399.0,30362.8,30378.4,1290.025
2023-04-15 02:45:00+00:00,30378.5,30398.1,30333.0,30381.7,2140.876
2023-04-15 03:00:00+00:00,30381.6,30396.6,30364.8,30366.0,1178.468
2023-04-15 03:15:00+00:00,30366.1,30414.8,30362.0,30379.1,1246.39
2023-04-15 03:30:00+00:00,30379.1,30397.6,30371.3,30375.2,601.781
2023-04-15 03:45:00+00:00,30375.2,30391.4,30354.0,30363.1,1358.355
2023-04-15 04:00:00+00:00,30363.2,30377.2,30350.0,30367.1,1047.387
2023-04-15 04:15:00+00:00,30367.0,30383.6,30327.4,30352.9,1877.952
2023-04-15 04:30:00+00:00,30353.0,30362.7,30327.4,30328.9,1279.206
2023-04-15 04:45:00+00:00,30328.9,30362.3,30328.9,30355.1,1145.327
2023-04-15 05:00:00+00:00,30355.1,30381.6,30330.0,30348.1,1445.412
2023-04-15 05:15:00+00:00,30348.1,30384.2,30344.5,30384.2,992.862
2023-04-15 05:30:00+00:00,30384.1,30393.4,30369.2,30390.6,1403.308
2023-04-15 05:45:00+00:00,30390.7,30399.0,30379.4,30390.1,962.739
2023-04-15 06:00:00+00:00,30390.0,30415.7,30384.0,30410.0,924.141
2023-04-15 06:15:00+00:00,30410.0,30423.3,30382.2,30382.2,1254.204
2023-04-15 06:30:00+00:00,30382.2,30393.0,30374.7,30374.8,694.62
2023-04-15 06:45:00+00:00,30374.7,30384.9,30355.3,30355.4,426.43
2023-04-15 07:00:00+00:00,30361.5,30382.7,30359.0,30376.4,646.854
2023-04-15 07:15:00+00:00,30376.5,30395.0,30376.5,30394.9,616.075
2023-04-15 07:30:00+00:00,30395.0,30449.6,30387.8,30420.4,2029.868
2023-04-15 07:45:00+00:00,30420.4,30435.4,30375.6,30407.2,1951.328
2023-04-15 08:00:00+00:00,30407.1,30464.0,30382.9,30416.6,1902.522
2023-04-15 08:15:00+00:00,30416.6,30435.0,30402.2,30402.9,1369.473
2023-04-15 08:30:00+00:00,30402.8,30413.1,30392.9,30406.6,799.571
2023-04-15 08:45:00+00:00,30406.6,30449.0,30370.9,30375.9,2312.375
2023-04-15 09:00:00+00:00,30375.9,30375.9,30348.7,30371.2,1812.236
2023-04-15 09:15:00+00:00,30371.2,30403.4,30371.2,30395.4,1213.676
2023-04-15 09:30:00+00:00,30395.4,30422.0,30394.4,30398.0,898.1579999999999
2023-04-15 09:45:00+00:00,30398.0,30450.0,30397.9,30412.2,2250.835
2023-04-15 10:00:00+00:00,30412.2,30456.6,30412.1,30444.2,1802.743
2023-04-15 10:15:00+00:00,30444.2,30460.0,30422.3,30426.9,1786.363
2023-04-15 10:30:00+00:00,30426.8,30440.2,30412.0,30418.4,763.029
2023-04-15 10:45:00+00:00,30418.3,30418.4,30384.0,30389.5,1597.554
2023-04-15 11:00:00+00:00,30389.5,30417.0,30389.4,30400.1,1213.438
2023-04-15 11:15:00+00:00,30400.0,30409.0,30389.1,30406.4,845.758
2023-04-15 11:30:00+00:00,30406.4,30429.0,30372.0,30391.2,2496.087
2023-04-15 11:45:00+00:00,30391.2,30402.3,30370.3,30396.7,1267.039
2023-04-15 12:00:00+00:00,30396.7,30396.8,30340.6,30371.0,2532.277
2023-04-15 12:15:00+00:00,30370.9,30389.4,30359.8,30383.3,1100.959
2023-04-15 12:30:00+00:00,30383.2,30396.7,30375.2,30375.2,898.458
2023-04-15 12:45:00+00:00,30375.3,30432.1,30375.2,30400.9,1624.029
2023-04-15 13:00:00+00:00,30400.8,30428.8,30400.8,30407.3,1081.338
2023-04-15 13:15:00+00:00,30407.4,30422.1,30402.8,30414.9,791.979
2023-04-15 13:30:00+00:00,30414.9,30430.0,30396.8,30407.7,1199.516
2023-04-15 13:45:00+00:00,30407.7,30407.7,30301.1,30344.9,4958.636
2023-04-15 14:00:00+00:00,30345.0,30347.7,30270.7,30320.3,4383.822
2023-04-15 14:15:00+00:00,30320.4,30354.9,30288.0,30354.9,2962.709
2023-04-15 14:30:00+00:00,30354.8,30370.4,30327.5,30358.8,2448.265
2023-04-15 14:45:00+00:00,30358.9,30374.3,30358.8,30372.6,1161.989
2023-04-15 15:00:00+00:00,30372.6,30372.7,30339.8,30352.2,1286.52
2023-04-15 15:15:00+00:00,30352.3,30356.8,30337.8,30356.8,523.685
2023-04-15 15:30:00+00:00,30387.2,30414.0,30384.1,30388.5,1353.332
2023-04-15 15:45:00+00:00,30388.4,30411.1,30383.2,30393.5,1342.98
2023-04-15 16:00:00+00:00,30393.5,30416.0,30312.2,30319.9,4054.903
2023-04-15 16:15:00+00:00,30319.9,30330.0,30240.3,30268.0,7690.284
2023-04-15 16:30:00+00:00,30268.0,30314.9,30263.0,30300.1,2716.596
2023-04-15 16:45:00+00:00,30300.2,30333.0,30281.1,30295.3,2285.076
2023-04-15 17:00:00+00:00,30295.3,30316.0,30245.6,30306.3,2582.386
2023-04-15 17:15:00+00:00,30306.2,30310.0,30252.0,30285.0,1829.423
2023-04-15 17:30:00+00:00,30285.0,30285.9,30201.0,30267.0,3699.869
2023-04-15 17:45:00+00:00,30266.9,30267.4,30186.0,30241.8,4338.209
2023-04-15 18:00:00+00:00,30241.8,30260.0,30197.6,30234.5,2004.978
2023-04-15 18:15:00+00:00,30234.6,30258.0,30232.0,30258.0,1241.517
2023-04-15 18:30:00+00:00,30258.0,30279.7,30245.7,30266.8,1336.946
2023-04-15 18:45:00+00:00,30266.9,30295.0,30266.8,30279.8,1466.744
2023-04-15 19:00:00+00:00,30279.9,30290.0,30275.7,30287.9,742.875
2023-04-15 19:15:00+00:00,30287.8,30298.9,30267.3,30271.3,1297.266
2023-04-15 19:30:00+00:00,30271.4,30304.6,30268.8,30271.7,1250.726
2023-04-15 19:45:00+00:00,30271.7,30302.1,30241.0,30241.0,1066.639
2023-04-15 20:00:00+00:00,30241.1,30320.0,30211.2,30318.8,3312.121
2023-04-15 20:15:00+00:00,30318.9,30333.0,30300.0,30316.0,1816.117
2023-04-15 20:30:00+00:00,30316.0,30320.0,30292.1,30314.7,1041.544
2023-04-15 20:45:00+00:00,30314.6,30314.7,30288.9,30306.4,1084.251
2023-04-15 21:00:00+00:00,30306.4,30306.5,30250.0,30268.2,1492.043
2023-04-15 21:15:00+00:00,30268.2,30281.1,30228.3,30242.7,1509.333
2023-04-15 21:30:00+00:00,30242.8,30276.1,30240.0,30272.3,993.162
2023-04-15 21:45:00+00:00,30272.3,30296.0,30267.5,30288.4,748.9639999999999
2023-04-15 22:00:00+00:00,30288.3,30288.4,30233.9,30251.9,1422.424
2023-04-15 22:15:00+00:00,30251.9,30317.6,30220.4,30308.6,2867.589
2023-04-15 22:30:00+00:00,30308.6,30333.0,30292.8,30328.1,2205.138
2023-04-15 22:45:00+00:00,30328.1,30350.0,30319.2,30340.6,2066.659
2023-04-15 23:00:00+00:00,30340.6,30348.1,30313.0,30334.0,975.715
2023-04-15 23:15:00+00:00,30334.1,30347.5,30319.5,30319.6,952.882
2023-04-15 23:30:00+00:00,30319.5,30328.6,30300.0,30316.5,840.032
2023-04-15 23:45:00+00:00,30316.5,30319.9,30290.5,30312.3,490.141
2023-04-16 00:00:00+00:00,30294.7,30300.3,30268.1,30280.4,907.818
2023-04-16 00:15:00+00:00,30280.4,30298.6,30268.0,30268.0,1155.403
2023-04-16 00:30:00+00:00,30268.0,30307.8,30264.1,30275.3,925.7
2023-04-16 00:45:00+00:00,30275.4,30311.0,30275.3,30307.9,962.627
2023-04-16 01:00:00+00:00,30308.0,30308.0,30258.0,30270.2,1284.371
2023-04-16 01:15:00+00:00,30270.1,30270.2,30103.0,30169.0,7319.174999999999
2023-04-16 01:30:00+00:00,30168.9,30226.3,30102.0,30215.6,4164.091
2023-04-16 01:45:00+00:00,30215.5,30246.2,30209.5,30219.3,1843.849
2023-04-16 02:00:00+00:00,30219.3,30257.3,30210.5,30228.0,1654.849
2023-04-16 02:15:00+00:00,30228.0,30279.4,30215.3,30262.8,1481.567
2023-04-16 02:30:00+00:00,30262.9,30279.5,30247.3,30253.4,1105.375
2023-04-16 02:45:00+00:00,30253.3,30271.5,30249.0,30262.3,724.35
2023-04-16 03:00:00+00:00,30262.4,30273.5,30255.1,30258.7,709.867
2023-04-16 03:15:00+00:00,30258.7,30269.8,30247.7,30251.1,628.577
2023-04-16 03:30:00+00:00,30251.1,30251.2,30228.1,30228.1,722.476
2023-04-16 03:45:00+00:00,30228.1,30263.0,30221.6,30226.1,985.301
2023-04-16 04:00:00+00:00,30226.0,30256.7,30224.0,30249.0,841.367
2023-04-16 04:15:00+00:00,30249.0,30250.0,30240.5,30250.0,694.905
2023-04-16 04:30:00+00:00,30249.9,30266.2,30249.9,30266.1,548.5
2023-04-16 04:45:00+00:00,30266.1,30309.9,30266.1,30275.0,2736.357
2023-04-16 05:00:00+00:00,30275.1,30294.0,30270.0,30291.8,856.699
2023-04-16 05:15:00+00:00,30291.7,30329.8,30284.1,30323.2,1912.99
2023-04-16 05:30:00+00:00,30323.2,30328.0,30276.4,30303.6,2459.891
2023-04-16 05:45:00+00:00,30303.5,30315.9,30278.2,30299.2,1393.339
2023-04-16 06:00:00+00:00,30299.1,30303.0,30295.5,30296.7,450.711
2023-04-16 06:15:00+00:00,30296.7,30307.1,30289.4,30307.1,591.891
2023-04-16 06:30:00+00:00,30307.1,30315.6,30294.8,30310.7,613.675
2023-04-16 06:45:00+00:00,30310.8,30340.0,30303.6,30317.1,1387.958
2023-04-16 07:00:00+00:00,30317.1,30317.6,30289.1,30289.1,804.481
2023-04-16 07:15:00+00:00,30289.2,30298.1,30283.3,30283.4,704.055
2023-04-16 07:30:00+00:00,30283.3,30325.7,30279.6,30324.4,1060.33
2023-04-16 07:45:00+00:00,30324.3,30397.4,30318.7,30334.5,4097.121
2023-04-16 08:00:00+00:00,30334.5,30351.6,30325.1,30330.8,990.312
2023-04-16 08:15:00+00:00,30330.8,30338.8,30323.9,30327.8,488.31
2023-04-16 08:30:00+00:00,30328.8,30345.1,30312.9,30315.3,871.3009999999999
2023-04-16 08:45:00+00:00,30315.3,30331.4,30315.0,30325.0,599.835
2023-04-16 09:00:00+00:00,30325.0,30339.0,30322.7,30322.7,674.983
2023-04-16 09:15:00+00:00,30322.8,30322.8,30300.0,30300.8,1071.443
2023-04-16 09:30:00+00:00,30300.8,30309.9,30272.0,30293.8,1813.515
2023-04-16 09:45:00+00:00,30293.8,30300.0,30250.0,30275.6,3410.778
2023-04-16 10:00:00+00:00,30275.6,30291.9,30243.0,30268.7,2277.838
2023-04-16 10:15:00+00:00,30268.6,30268.7,30246.9,30266.0,1463.359
2023-04-16 10:30:00+00:00,30266.0,30275.2,30249.8,30275.1,1109.186
2023-04-16 10:45:00+00:00,30275.2,30280.0,30259.5,30275.9,859.412
2023-04-16 11:00:00+00:00,30275.9,30282.0,30247.9,30280.0,979.14
2023-04-16 11:15:00+00:00,30280.0,30314.7,30270.0,30280.2,1667.867
2023-04-16 11:30:00+00:00,30280.1,30282.6,30252.2,30257.9,758.024
2023-04-16 11:45:00+00:00,30257.9,30268.8,30217.0,30235.3,2738.28
2023-04-16 12:00:00+00:00,30235.4,30249.9,30210.0,30220.1,1668.55
2023-04-16 12:15:00+00:00,30220.1,30250.0,30212.9,30249.8,1779.8590000000002
2023-04-16 12:30:00+00:00,30249.7,30267.0,30235.0,30235.1,1486.174
2023-04-16 12:45:00+00:00,30235.1,30257.6,30214.6,30240.0,2855.039
2023-04-16 13:00:00+00:00,30239.9,30273.0,30232.8,30250.1,1772.298
2023-04-16 13:15:00+00:00,30250.1,30256.2,30229.2,30229.3,1095.938
2023-04-16 13:30:00+00:00,30229.2,30235.9,30182.7,30230.2,3418.7650000000003
2023-04-16 13:45:00+00:00,30230.2,30237.6,30195.0,30228.0,2323.439
2023-04-16 14:00:00+00:00,30227.9,30251.3,30142.5,30241.0,5978.062
2023-04-16 14:15:00+00:00,30241.0,30285.0,30231.9,30240.2,3566.265
2023-04-16 14:30:00+00:00,30240.1,30287.0,30238.4,30267.2,1810.248
2023-04-16 14:45:00+00:00,30267.1,30310.0,30259.6,30286.5,2332.406
2023-04-16 15:00:00+00:00,30286.6,30319.5,30286.5,30304.0,2241.071
